vulnerabilityID,analysisID,createdAt,vulnerabilities/vulnerabilityID,vulnerabilities_line,vulnerabilities_column,vulnerabilities_confidence,vulnerabilities_file,vulnerabilities_code,vulnerabilities_details,vulnerabilities_securityTool,vulnerabilities_language,vulnerabilities_severity,vulnerabilities_type,vulnerabilities_commitAuthor,vulnerabilities_commitEmail,vulnerabilities_commitHash,vulnerabilities_commitMessage,vulnerabilities_commitDate,vulnerabilities_vulnHash
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383086-03:00,ecf2aca5-52b8-42f5-9d71-c34513b1958d,3,21,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABMCCase4.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,bc28d621056f7d61f75986f76928b88ac83c53e1b2cf540aeb4c26591f6aec1c
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383087-03:00,a4b64187-9588-480e-866d-363f4aac1f13,8,8,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABMCCase4.java,MessageDigest md = MessageDigest.getInstance(crypto);,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,260711f7f0297cc564df792d6bf56b29b417f8545c9a6f099bd478a45419e0bd
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383089-03:00,cf755706-d713-4386-b6f3-3893272bf9f1,8,27,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABMCCase4.java,MessageDigest md = MessageDigest.getInstance(crypto);,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,260711f7f0297cc564df792d6bf56b29b417f8545c9a6f099bd478a45419e0bd
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383096-03:00,99177e8c-032a-4ee7-9a96-860de39fbfd1,3,7,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashCorrected.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,edabbf276f2f97ea3c310d3ce286dd25ccb0fd2c3b9be65820812180c2a56fa1
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383098-03:00,fb961311-88a7-40e8-81d9-a70e3fea2879,3,21,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashCorrected.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,edabbf276f2f97ea3c310d3ce286dd25ccb0fd2c3b9be65820812180c2a56fa1
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383099-03:00,fdb5684b-a012-42c4-bec9-cd7497c0539a,10,12,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashCorrected.java,"MessageDigest md = MessageDigest.getInstance(""SHA-256"");","Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,32e769c78f5bcbca498b16451246e055018d80cdc1b6106fdfbd8914bd12b3a5
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.3831-03:00,c505ef42-11e2-4829-8079-7dacffbdde3c,10,31,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashCorrected.java,"MessageDigest md = MessageDigest.getInstance(""SHA-256"");","Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,32e769c78f5bcbca498b16451246e055018d80cdc1b6106fdfbd8914bd12b3a5
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383101-03:00,3ff618f8-6820-47a3-9a5c-6512bcec6c2e,3,7,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashBBCase3.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,1f0c4fdde39d1251ec56f35826e239928cab168f8b3c1f715b9654b7b0336aca
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383102-03:00,126caeab-915b-4b89-a6ae-eedd0e95222f,3,21,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashBBCase3.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,1f0c4fdde39d1251ec56f35826e239928cab168f8b3c1f715b9654b7b0336aca
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383103-03:00,c4c083eb-6aec-4b0c-8081-db55957defdc,9,8,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashBBCase3.java,"MessageDigest md = MessageDigest.getInstance(""SHA-256"");","Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,633640017878a42c83d6c644fb60f6ffabeba3190c7e2eea575b20f6e0b24f59
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383104-03:00,0b19652d-5200-493e-b1aa-41afa23c88a8,9,27,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashBBCase3.java,"MessageDigest md = MessageDigest.getInstance(""SHA-256"");","Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,633640017878a42c83d6c644fb60f6ffabeba3190c7e2eea575b20f6e0b24f59
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383106-03:00,8fcac4dc-ec52-4d9c-ab2e-665b1f34c2f6,3,7,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashBBCase4.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,8acf3da1a974d71874ccc1ee028d92e25882436b94dbcf40ce545a9a1d90ec9c
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383107-03:00,979dc0fd-ff31-49f7-bb2e-7e2c2ad2842c,3,21,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashBBCase4.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,8acf3da1a974d71874ccc1ee028d92e25882436b94dbcf40ce545a9a1d90ec9c
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383108-03:00,b07fce8c-89d6-4f5a-b027-20d7a33e01f6,9,8,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashBBCase4.java,"MessageDigest md = MessageDigest.getInstance(""MD2"");","Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,65583e0dedb6c484d3a4e7dda122f4a60b8f9629e9c827712bf4fb97745838a3
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383109-03:00,46bfaf05-70a4-40d5-a041-af55d2bf2fa6,9,27,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashBBCase4.java,"MessageDigest md = MessageDigest.getInstance(""MD2"");","Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,65583e0dedb6c484d3a4e7dda122f4a60b8f9629e9c827712bf4fb97745838a3
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.38311-03:00,37f95734-8ddf-42b6-b36a-6130b7adb183,6,7,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABSCase1.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,2d5cfcd5b313854ee61ef93ef0c91c0e9e9d492ed06a092784690896b25f0cea
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383111-03:00,06c3ebdb-ffef-4a10-a443-bcff06f06e2d,6,21,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABSCase1.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,2d5cfcd5b313854ee61ef93ef0c91c0e9e9d492ed06a092784690896b25f0cea
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383113-03:00,2afbcece-10bd-424b-8de2-a2c91f5e70bd,29,8,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABSCase1.java,MessageDigest md = MessageDigest.getInstance(crypto);,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,1762bdea608e3b6a22c7324d3e45d7a0c5af03404636c4b9b7386e1c52624358
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383114-03:00,dc698eef-1040-4cd3-8169-c5d72b503eff,29,27,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABSCase1.java,MessageDigest md = MessageDigest.getInstance(crypto);,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,1762bdea608e3b6a22c7324d3e45d7a0c5af03404636c4b9b7386e1c52624358
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383115-03:00,079c522c-16e6-4da2-9a0e-b4f050c3febc,2,7,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABPSCase1.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,41d6cc34725107e055c5ca51ba03109a408ad5cc2798b086d11de2e92040d353
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383117-03:00,a7f72ef4-6996-4d8a-b3c9-79bd172ffa19,2,21,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABPSCase1.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,41d6cc34725107e055c5ca51ba03109a408ad5cc2798b086d11de2e92040d353
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383119-03:00,35ad08ab-695f-4878-b8b3-aab047933bf5,9,8,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABPSCase1.java,"MessageDigest md = MessageDigest.getInstance(""SHA-256"");","Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,dd94d2dd36c904249cf4cd8cb1f58f2c783506dec5307efe49bd29ffefca5b24
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.38312-03:00,120c88a7-40a9-49de-b8cf-93ff4d32a8f1,9,27,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABPSCase1.java,"MessageDigest md = MessageDigest.getInstance(""SHA-256"");","Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,dd94d2dd36c904249cf4cd8cb1f58f2c783506dec5307efe49bd29ffefca5b24
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383121-03:00,f59c80c9-2c7d-40e2-a449-fa1985acfa2e,11,17,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABPSCase1.java,"md = MessageDigest.getInstance(""SHA-256"");","Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,6cd94de7675f11b89af0ef5a5b5c0e5feb938d899229a8a16ca9ee7f339d4ef3
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383122-03:00,ea66a071-d492-41bd-8922-83850a1edf63,2,7,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABPSCase2.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,da2af9a8b75ee0335abb0d988859fe7fc947d8382b417461afaf0871350d4bf7
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383123-03:00,3ae3b9ce-50dd-4362-b41d-7e8edb5ca7e5,2,21,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABPSCase2.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,da2af9a8b75ee0335abb0d988859fe7fc947d8382b417461afaf0871350d4bf7
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383125-03:00,76ebe656-c180-48bf-9b25-c860ce4cc001,9,8,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABPSCase2.java,"MessageDigest md = MessageDigest.getInstance(""MD5"");","Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,3223d8ab662f7b2e132b228fc3272806cbb438a530573723e07853751bfbcbf3
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383126-03:00,c2eb3275-deba-48b4-a4fb-69bfa33ec931,9,27,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABPSCase2.java,"MessageDigest md = MessageDigest.getInstance(""MD5"");","Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,3223d8ab662f7b2e132b228fc3272806cbb438a530573723e07853751bfbcbf3
00000000-0000-0000-0000-000000000000,4ae7bb63-5ad4-4d17-a5f9-01558eeb4e23,2022-02-09T10:26:07.383127-03:00,8cc07d18-0a2a-41bc-a58a-5e13c718ee12,11,17,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABPSCase2.java,"md = MessageDigest.getInstance(""SHA-256"");","Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,9780d8bdd4f5649782d227cf45e7a852dee0687b12d3bdf33fb43df52d7f94ab
